observation,data_marking,statistical_unit_eng,statistical_unit_cym,measure_type_eng,measure_type_cym,observation_type,empty,obs_type_value,unit_multiplier,unit_of_measure_eng,unit_of_measure_cym,confidentuality,empty1,geographic_area,empty2,empty3,time_dim_item_id,time_dim_item_label_eng,time_dim_item_label_cym,time_type,empty4,statistical_population_id,statistical_population_label_eng,statistical_population_label_cym,cdid,cdiddescrip,empty5,empty6,empty7,empty8,empty9,empty10,empty11,empty12,dim_id_1,dimension_label_eng_1,dimension_label_cym_1,dim_item_id_1,dimension_item_label_eng_1,dimension_item_label_cym_1,is_total_1,is_sub_total_1,dim_id_2,dimension_label_eng_2,dimension_label_cym_2,dim_item_id_2,dimension_item_label_eng_2,dimension_item_label_cym_2,is_total_2,is_sub_total_2,dim_id_3,dimension_label_eng_3,dimension_label_cym_3,dim_item_id_3,dimension_item_label_eng_3,dimension_item_label_cym_3,is_total_3,is_sub_total_3
60,,Person,,Count,,,,,,,,,,E06000051,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
46,,Person,,Count,,,,,,,,,,E06000051,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
22,,Person,,Count,,,,,,,,,,E06000051,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
24,,Person,,Count,,,,,,,,,,E06000051,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
70,,Person,,Count,,,,,,,,,,E06000051,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
39,,Person,,Count,,,,,,,,,,E06000051,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
31,,Person,,Count,,,,,,,,,,E06000051,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
50,,Person,,Count,,,,,,,,,,E06000051,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
46,,Person,,Count,,,,,,,,,,E06000051,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
4,,Person,,Count,,,,,,,,,,E06000051,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
6,,Person,,Count,,,,,,,,,,E06000051,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
5,,Person,,Count,,,,,,,,,,E06000051,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
1,,Person,,Count,,,,,,,,,,E06000051,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
327,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
327,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
171,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
171,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
96,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
96,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
44,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
44,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
16,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
16,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
291,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
291,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
150,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
150,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
84,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
84,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
44,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
44,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
13,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
13,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
36,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
36,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
21,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
21,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
12,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
12,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
0,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
0,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
3,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
3,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000021,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
594,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
535,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
59,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
161,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
142,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
19,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
151,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
130,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
21,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
224,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
205,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
19,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
58,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
58,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
541,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
485,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
56,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
145,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
126,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
19,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
137,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
119,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
18,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
207,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
188,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
19,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
52,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
52,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Males,Males,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
53,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
50,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
3,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
16,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
16,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 16 to 24,Age 16 to 24,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
14,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
11,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
3,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 25 to 34,Age 25 to 34,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
17,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
17,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 35 to 49,Age 35 to 49,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
6,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
6,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
0,,Person,,Count,,,,,,,,,,E06000020,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,Females,Females,,,,Age,Age,,Age 50 and over,Age 50 and over,,,,Residence Type,Residence Type,,Lives in a communal establishment,Lives in a communal establishment,,,
214,,Person,,Count,,,,,,,,,,E07000194,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,All categories: Residence Type,All categories: Residence Type,,,
188,,Person,,Count,,,,,,,,,,E07000194,,,,,,,,,,,,,,,,,,,,,Sex,Sex,,All categories: Sex,All categories: Sex,,,,Age,Age,,All categories: Age 16 and over,All categories: Age 16 and over,,,,Residence Type,Residence Type,,Lives in a household,Lives in a household,,,
